# Summary of experimental CRISPR data annotated with enhancer-gene predictions. Each row represents an element-gene pair tested in a CRISPR experiment. 
#
# Column descriptions:
#
# chrPerturbationTarget, startPerturbationTarget, endPerturbationTarget: hg19 coordinates of the tested element
# chrTSS, starts, endTSS: hg19 coordinates of the tested gene
# GeneSymbol: Tested gene symbol
# CellType: Cell type in which the CRISPR experiment was performed
# IncludeInModel: Boolean indicating whether to include this element-gene pair in evaluation of predictors
# Reason: Reason the element-gene pair is not included in evaluation of predictors
# Reference: Study in which the CRISPR experiment was conducted
# RNAReadoutMethod, PerturbMethod: Experimental methods used to perturb enhancer and read out effects on RNA
# EffectSize: Fraction change in gene expression upon CRISPR perturbation
# Padj: pvalue for non-zero effect size adjusted for multiple hypothesis test correction
# Significant: Boolean indicating if padj is statistically significant
# Regulated: Boolean indicating if the element-gene pair is significant and the effect size is negative (ie gene expression decreases upon perturbation of the enhancer)
# PowerAtEffectSize.0.25: Power to detect 25% changes in gene expression
# Distance: genomic distance between the element-gene pair
# Remaining Columns represent the quantitative score of each of the predictors. See methods for details
#
chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	chrTSS	startTSS	endTSS	GeneSymbol	CellType	IncludeInModel	Reason	Reference	RNAReadoutMethod	PerturbMethod	EffectSize	padj	Significant	Regulated	PowerAtEffectSize.0.25	distance	closestGene.EachGeneIsRegulatedByClosestEnhancer	closestEnhancer.EachEnhRegulatesClosestGene	ABC.ABC.Score	Granja2019.CorrelationCancer	Granja2019.CorrelationHealthy	Granja2019.PvalCancer	Granja2019.PvalHealthy	Sheffield2013.cor	Sheffield2013.pval	Fishilevich2017.GeneHancer.value	ENCODE2012.ENCODE2012.score	Andersson2014.Andersson2014.score	JEME.jeme_score	TargetFinder.TargetFinder_prediction	EnhancerAtlas2.EAGLE_score	Rao2014Loop.Rao2014.Loop	Rao2014TAD.Rao2014.TAD	Roadmap.ConfidenceScore	PCHiC.Javierre.score
chr10	80708371	80708871	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0048709	0.944884496873052	FALSE	FALSE	1	398598	0	0	0.000519	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80712776	80713276	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.01367762	0.962326717494333	FALSE	FALSE	1	394193	0	0	0.003019	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	0	0
chr10	80712777	80713277	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0136964	0.803724949748673	FALSE	FALSE	1	394192	0	0	0.000283	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	0	0
chr10	80712792	80713292	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0259218	0.932330086623278	FALSE	FALSE	0.999230227253155	394177	0	0	0.004151	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80712806	80713306	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0033047	0.986782577140119	FALSE	FALSE	1	394163	0	0	0.00052	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	0	NA
chr10	80712820	80713320	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.02037342	0.705950694908373	FALSE	FALSE	1	394149	0	0	0.001429	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	0	0
chr10	80712845	80713345	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0093741	0.618810366842809	FALSE	FALSE	1	394124	0	0	0	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80712893	80713393	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0100453	0.921593557026945	FALSE	FALSE	1	394076	0	0	0.001012	-1	-1	1	1	-1	1	0	0.717453	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80720172	80720672	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0105351	0.922976446914768	FALSE	FALSE	0.999999999996554	386797	0	0	0.000403	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80720189	80720689	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0325394	0.290008609721512	FALSE	FALSE	1	386780	0	0	0.000357	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80724631	80725131	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0061355	0.944884496873052	FALSE	FALSE	1	382338	0	0	0.000831	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80724680	80725180	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.03804479	0.962326717494333	FALSE	FALSE	1	382289	0	0	0.000401	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80724835	80725335	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.00129636	0.879801013839777	FALSE	FALSE	1	382134	0	0	0.00125	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80732915	80733704	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0168044	0.813706187341195	FALSE	FALSE	1	373909.5	0	0	0.001674	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	0	NA
chr10	80733199	80733699	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0170436	0.917516716808431	FALSE	FALSE	1	373770	0	0	0.009406	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80733229	80733729	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0128215	0.880953244217355	FALSE	FALSE	1	373740	0	0	0.004629	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	0	0
chr10	80733231	80733731	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0395708	0.121607508314063	FALSE	FALSE	1	373738	0	0	0.005869	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80733236	80733736	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.03474094	0.134900772639399	FALSE	FALSE	1	373733	0	0	0.007209	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	0	0
chr10	80733239	80733739	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.00910158	0.962326717494333	FALSE	FALSE	1	373730	0	0	0.009544	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	0	0
chr10	80733271	80733771	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0133353	0.957848141855323	FALSE	FALSE	0.998761546392943	373698	0	0	0.011165	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80733701	80734201	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0200682	0.880955683080366	FALSE	FALSE	1	373268	0	0	0.01035	-1	-1	1	1	-1	1	48.72	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80734193	80734693	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0362055	0.932330086623278	FALSE	FALSE	0.996950117106738	372776	0	0	0.006814	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	NA	NA
chr10	80734232	80734732	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0111712	0.867306264516184	FALSE	FALSE	1	372737	0	0	0.001434	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	0	NA
chr10	80734241	80734741	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0133113	0.618810366842809	FALSE	FALSE	1	372728	0	0	0.005231	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	NA	NA
chr10	80734249	80734749	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0044685	0.944884496873052	FALSE	FALSE	1	372720	0	0	0.007416	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	NA	NA
chr10	80734306	80734806	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0092301	0.93146121564671	FALSE	FALSE	1	372663	0	0	0.004041	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	0	0
chr10	80734328	80734828	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.01666972	0.962326717494333	FALSE	FALSE	1	372641	0	0	0.003192	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	0	0
chr10	80734329	80734829	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0156301	0.803724949748673	FALSE	FALSE	1	372640	0	0	0.003152	-1	-1	1	1	-1	1	48.72	-1	0.632	NA	NA	NA	NA	NA	0	0
chr10	80737566	80738066	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0013339	0.983149333585195	FALSE	FALSE	0.999999999999997	369403	0	0	0.000806	-1	-1	1	1	-1	1	43.18	-1	0.806	NA	NA	NA	NA	NA	0	0
chr10	80737583	80738083	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0265384	0.282179012764886	FALSE	FALSE	1	369386	0	0	0.001442	-1	-1	1	1	-1	1	43.18	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80737666	80738166	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0136928	0.921593557026945	FALSE	FALSE	1	369303	0	0	0.002957	-1	-1	1	1	-1	1	43.18	-1	0.806	NA	NA	NA	NA	NA	NA	NA
chr10	80740923	80741574	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.009578	0.954873072058558	FALSE	FALSE	1	365970.5	0	0	0.00066	-1	-1	1	1	-1	1	0	0.856687	-1	NA	NA	NA	NA	NA	0	NA
chr10	80741069	80741569	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.00352267	0.962326717494333	FALSE	FALSE	1	365900	0	0	0.000338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
chr10	80741069	80741569	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.00068992	0.867886634405922	FALSE	FALSE	1	365900	0	0	0.000744	-1	-1	1	1	-1	1	0	0.856687	-1	NA	NA	NA	NA	NA	0	0
chr10	80741165	80741665	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0208785	0.453062121058276	FALSE	FALSE	1	365804	0	0	0.000374	-1	-1	1	1	-1	1	0	0.856687	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80741198	80741698	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0108682	0.921593557026945	FALSE	FALSE	0.999999999999687	365771	0	0	0.000662	-1	-1	1	1	-1	1	0	0.856687	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80741256	80741756	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0718856	0.8114804669619	FALSE	FALSE	0.992185183892577	365713	0	0	0.000263	-1	-1	1	1	-1	1	0	0.856687	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80750872	80751372	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	FALSE	;Not Significant and Insufficient Power	ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0727126	0.932330086623278	FALSE	FALSE	0.165941357205427	356097	0	0	0.001594	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80750877	80751377	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0504665	0.783068982559993	FALSE	FALSE	0.997024281277734	356092	0	0	0.000299	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr10	80752029	80752529	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.021393	0.501937146002728	FALSE	FALSE	1	354940	0	0	0.000361	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr10	80752057	80752557	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0097478	0.921593557026945	FALSE	FALSE	1	354912	0	0	0.001337	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80752065	80752565	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.02281623	0.695451345051849	FALSE	FALSE	1	354904	0	0	0.002041	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80752094	80752594	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.00100398	0.962326717494333	FALSE	FALSE	1	354875	0	0	0.005004	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80752107	80752607	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0580651	0.8114804669619	FALSE	FALSE	0.999016017229904	354862	0	0	0.003996	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80760987	80761487	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0185736	0.546134588537242	FALSE	FALSE	1	345982	0	0	0.000508	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80761002	80761502	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0345561	0.42198527059648	FALSE	FALSE	0.999999999999998	345967	0	0	0.00111	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80761374	80761874	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	FALSE	;Not Significant and Insufficient Power	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.156544	0.519518219880938	FALSE	FALSE	0.689135153277899	345595	0	0	0.000152	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80764063	80764563	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0304482	0.880955683080366	FALSE	FALSE	0.999999999999695	342906	0	0	0.000339	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80767068	80767568	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.00183587	0.962326717494333	FALSE	FALSE	1	339901	0	0	0.000748	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80767094	80767594	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0067392	0.967232402294162	FALSE	FALSE	0.949028569568348	339875	0	0	0.00047	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80767140	80767640	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0299235	0.304190961718278	FALSE	FALSE	0.999999985730538	339829	0	0	0.001072	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80767538	80768038	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0224831	0.453062121058276	FALSE	FALSE	1	339431	0	0	0.002064	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80767547	80768047	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0272301	0.611588108260415	FALSE	FALSE	1	339422	0	0	0.002046	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80779532	80780032	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0383686	0.180436908865564	FALSE	FALSE	1	327437	0	0	0.000502	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80779591	80780091	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0165293	0.803724949748673	FALSE	FALSE	1	327378	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80782241	80782741	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0079645	0.978108274730053	FALSE	FALSE	1	324728	0	0	0.000449	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr10	80782264	80782764	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0160551	0.803724949748673	FALSE	FALSE	1	324705	0	0	0.000253	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80782275	80782775	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.00231098	0.962326717494333	FALSE	FALSE	1	324694	0	0	0.001398	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80782300	80782800	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0066982	0.798235044724986	FALSE	FALSE	1	324669	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80782813	80783313	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.02033839	0.786184055056294	FALSE	FALSE	1	324156	0	0	0.004721	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80782824	80783324	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0027666	0.944884496873052	FALSE	FALSE	1	324145	0	0	0.006466	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80782948	80783448	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0518743	0.0473786630109998	TRUE	FALSE	1	324021	0	0	0.000738	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr10	80806703	80807203	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0169265	0.772895154489235	FALSE	FALSE	1	300266	0	0	0.00077	-1	-1	1	1	-1	1	0	0.789516	-1	NA	NA	NA	NA	NA	0	0
chr10	80806717	80807217	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0288355	0.2045628502034	FALSE	FALSE	1	300252	0	0	0.000523	-1	-1	1	1	-1	1	0	0.789516	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80807006	80807506	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0149005	0.955235269903362	FALSE	FALSE	0.952663872792934	299963	0	0	0.00165	-1	-1	1	1	-1	1	0	0.789516	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80812007	80812507	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0081565	0.944884496873052	FALSE	FALSE	1	294962	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80812018	80812518	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0279162	0.932330086623278	FALSE	FALSE	0.996867387245154	294951	0	0	0.001241	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80812021	80812521	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.00827532	0.962326717494333	FALSE	FALSE	1	294948	0	0	0.00293	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80812043	80812543	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.02589226	0.541639368869627	FALSE	FALSE	1	294926	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80812093	80812593	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0225412	0.368775614269754	FALSE	FALSE	1	294876	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80826377	80826877	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0038278	0.966851145475593	FALSE	FALSE	0.978650175796457	280592	0	0	0.001915	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80826955	80827474	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.00075303	0.867886634405922	FALSE	FALSE	1	280004.5	0	0	0.003281	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80826955	80827503	chr10	81107219	81107219	PPIF	Jurkat	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.00987213	0.962326717494333	FALSE	FALSE	1	279990	0	0	0.003979	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80826955	80827540	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0227367	0.600891281321879	FALSE	FALSE	1	279971.5	0	0	0.001994	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80826955	80827561	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0105984	0.955235269903362	FALSE	FALSE	0.998131040505139	279961	0	0	0.003394	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80826955	80827670	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0133859	0.569157953178285	FALSE	FALSE	1	279906.5	0	0	0.00197	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80826955	80827823	chr10	81107219	81107219	PPIF	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0022734	0.944884496873052	FALSE	FALSE	1	279830	0	0	0.00268	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80826955	80827894	chr10	81107219	81107219	PPIF	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.006344	0.978108274730053	FALSE	FALSE	1	279794.5	0	0	0.002612	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr10	80827738	80828238	chr10	81107219	81107219	PPIF	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.001076	0.983149333585195	FALSE	FALSE	1	279231	0	0	0.000619	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
chr10	80827792	80828292	chr10	81107219	81107219	PPIF	THP1_LPS_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.0253644	0.25699367043475	FALSE	FALSE	1	279177	0	0	0.001401	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80827796	80829041	chr10	81107219	81107219	PPIF	Jurkat_anti-CD3_PMA_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	0.0378846	0.8114804669619	FALSE	FALSE	0.999999582935465	278800.5	0	0	0.004112	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr10	80827805	80828305	chr10	81107219	81107219	PPIF	BJAB	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.01521898	0.80457794644366	FALSE	FALSE	1	279164	0	0	0.002843	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	0
